took,timed_out,total,successful,skipped,failed,total,max_score,_index,_type,_id,_score,domain
,,,,,,,,seed_target,_doc,19917,1.1818408,indianvictorymotorcyclesofmonee.com
,,,,,,,,seed_target,_doc,19688,1.1818408,funcountrypowersports.com
,,,,,,,,seed_target,_doc,19661,1.1818408,us27motorsports.com
,,,,,,,,seed_target,_doc,19787,1.1818408,hawkeyemotorworks.com
,,,,,,,,seed_target,_doc,19972,1.1818408,honda.actionps.com
,,,,,,,,seed_target,_doc,19715,1.1818408,motounitedwhittier.com
,,,,,,,,seed_target,_doc,19927,1.1818408,yellowstonepolaris.com
,,,,,,,,seed_target,_doc,19721,1.1818408,vanwallpowersports.com
,,,,,,,,seed_target,_doc,19757,1.1818408,troycitygarage.com
,,,,,,,,seed_target,_doc,19746,1.1818408,andyscyclesales.com
,,,,,,,,seed_target,_doc,19909,1.1818408,valdostapowersports.com
,,,,,,,,seed_target,_doc,20013,1.1818408,sr-marine.com
,,,,,,,,seed_target,_doc,19944,1.1818408,MTHOODPOLARIS.COM
,,,,,,,,seed_target,_doc,19949,1.1818408,adsmotorsports.com
,,,,,,,,seed_target,_doc,19811,1.1818408,twowheelsworld.com
,,,,,,,,seed_target,_doc,41230,1.1818408,www.legacymarine.com
,,,,,,,,seed_target,_doc,19725,1.1818408,southseascycles.com
,,,,,,,,seed_target,_doc,19728,1.1818408,nielsens.com
,,,,,,,,seed_target,_doc,19939,1.1818408,vetesnik.com
,,,,,,,,seed_target,_doc,19739,1.1818408,panamacitycycles.com
,,,,,,,,seed_target,_doc,19754,1.1818408,alloutcycles.com
,,,,,,,,seed_target,_doc,19832,1.1818408,velocitypowersports.net
,,,,,,,,seed_target,_doc,19956,1.1818408,performanceeastinc.com
,,,,,,,,seed_target,_doc,19593,1.1818408,funbike.com
,,,,,,,,seed_target,_doc,19806,1.1818408,montanahondaandmarine.com
,,,,,,,,seed_target,_doc,20004,1.1818408,shelbyspowersports.com
,,,,,,,,seed_target,_doc,19818,1.1818408,ftworthmotorsports.com
,,,,,,,,seed_target,_doc,19885,1.1818408,kirbyssupersports.com
,,,,,,,,seed_target,_doc,19955,1.1818408,northcountyindian.com
,,,,,,,,seed_target,_doc,19597,1.1818408,freedompowersportshuntsville.com
,,,,,,,,seed_target,_doc,19872,1.1818408,hillsboromotorcycles.com
,,,,,,,,seed_target,_doc,19675,1.1818408,robsperformance.com
,,,,,,,,seed_target,_doc,20002,1.1818408,61marine.com
,,,,,,,,seed_target,_doc,19680,1.1818408,shoalsoutdoorsports.com
,,,,,,,,seed_target,_doc,19640,1.1818408,treasurecoastindianmotorcycle.com
,,,,,,,,seed_target,_doc,19855,1.1818408,speedzoneoxford.com
,,,,,,,,seed_target,_doc,19894,1.1818408,marinelandwacoyamaha.com
,,,,,,,,seed_target,_doc,19667,1.1818408,shoalsoutdoorsports.com
